1,1
35342.122,50.92
62432.245,62.63
52893.124,74.16
60426.464,86.15
57822.764,97.60
119664.635,109.64
92200.218,121.13
80817.865,133.16
112670.223,144.65
27690.353,53.03
33459.169,64.55
27103.111,76.55
61382.826,88.06
63885.221,100.08
47877.579,111.58
48527.302,123.61
39353.579,135.08
62491.312,147.11
16407.180,55.02
13550.455,67.03
17391.217,78.52
26657.573,90.55
21739.575,102.05
32916.774,114.08
41779.052,125.57
23396.795,137.61
41693.460,149.09
15892.832,57.53
14942.091,69.52
15910.351,81.04
27432.663,93.03
33524.491,104.54
24549.839,116.58
21586.388,128.05
40526.837,140.10
14384.972,60.07
19627.531,71.52
23266.952,83.54
18476.361,95.05
12966.531,107.05
30292.870,118.55
32531.557,130.56
22891.601,142.12
2,2
32438.901,50.52
62231.365,62.52
52304.266,74.02
56224.795,86.05
54728.397,97.53
119338.823,109.56
91817.228,121.05
80395.749,133.10
113854.088,144.65
27796.857,53.02
32798.693,64.53
25406.961,76.52
60890.031,88.03
63334.032,100.04
46070.164,111.54
47094.822,123.56
39616.155,135.06
61036.309,147.13
16597.908,55.01
13233.568,67.02
17447.878,78.52
26618.556,90.54
22181.971,102.05
31493.790,114.08
41621.361,125.58
23086.222,137.60
40706.521,149.06
14577.076,57.51
14910.899,69.52
15654.166,81.02
26987.997,93.05
33272.607,104.57
23416.505,116.59
21104.617,128.08
39447.938,140.11
14452.894,60.03
19150.806,71.53
23020.087,83.54
18611.754,95.05
12948.325,107.06
30246.414,118.57
33155.495,130.63
23246.291,142.13
3,3
33739.317,50.51
61375.936,62.51
50026.097,74.02
55199.945,86.03
55478.500,97.53
119098.458,109.55
93795.656,121.04
81181.301,133.06
113622.125,144.55
27614.852,53.01
33066.513,64.52
25901.513,76.54
58880.971,88.04
63394.023,100.04
47084.163,111.53
47490.815,123.57
38638.439,135.08
60401.319,147.11
16358.648,55.02
12491.815,67.03
17277.033,78.52
26951.139,90.54
21422.664,102.03
31351.493,114.05
41845.758,125.58
23278.203,137.56
42486.227,149.08
15527.534,57.52
14819.125,69.53
15680.651,81.04
27612.970,93.03
33838.147,104.53
24687.991,116.54
20741.392,128.06
40651.794,140.05
14302.131,60.04
19196.698,71.55
23362.123,83.54
18585.584,95.05
12778.874,107.05
30609.269,118.59
33306.450,130.58
23381.105,142.07
4,4
33905.548,50.51
62428.397,62.52
51861.619,74.02
58950.237,86.02
58073.708,97.54
123979.428,109.55
96745.065,121.05
84846.005,133.08
115793.479,144.58
28023.797,53.01
34003.704,64.51
26652.115,76.55
60605.450,88.03
65091.996,100.04
49828.668,111.59
49366.532,123.57
43304.914,135.05
64096.403,147.09
17229.998,55.02
13252.396,67.03
18218.657,78.53
28393.096,90.54
24098.957,102.04
33762.114,114.04
45738.574,125.59
25569.991,137.57
45565.379,149.05
16474.423,57.55
16001.135,69.54
17460.470,81.03
29637.049,93.05
36445.170,104.56
26978.449,116.54
23766.048,128.06
44048.700,140.11
15241.959,60.01
19595.699,71.52
24872.654,83.54
19274.474,95.09
13898.092,107.09
34221.105,118.56
36167.062,130.64
25451.322,142.07
5,5
35384.244,50.52
63933.314,62.52
55209.003,74.02
61922.818,86.02
60879.362,97.52
126578.541,109.55
99330.381,121.05
86506.682,133.07
120768.621,144.57
28527.161,53.02
35472.325,64.53
27328.921,76.55
62715.878,88.03
66951.081,100.06
52838.635,111.56
50903.851,123.55
45005.910,135.09
66913.250,147.10
18793.213,55.02
14109.002,67.04
18449.395,78.52
29511.838,90.54
25579.414,102.03
33992.415,114.06
47222.199,125.59
26791.062,137.55
49284.614,149.10
17784.831,57.54
17524.582,69.52
18514.692,81.02
31055.250,93.03
37561.529,104.56
28886.062,116.57
24703.895,128.08
45940.502,140.12
16009.011,60.03
21033.558,71.52
26058.005,83.56
19652.993,95.02
14568.417,107.10
34781.075,118.56
37476.709,130.63
26553.912,142.05
6,6
28023.022,50.51
56814.601,62.51
44066.748,74.02
46733.784,86.02
45402.083,97.52
118785.905,109.53
84322.004,121.04
77560.623,133.04
99691.600,144.57
26914.329,53.01
29363.087,64.51
22352.463,76.52
49435.856,88.02
60191.325,100.03
41713.182,111.54
39230.667,123.55
36253.009,135.05
50674.658,147.06
15453.171,55.01
11134.145,67.02
17048.921,78.52
25798.228,90.52
20133.287,102.03
26642.062,114.03
39522.831,125.55
21673.174,137.55
36008.214,149.06
13312.370,57.51
13870.508,69.52
14568.619,81.02
24844.821,93.02
31366.641,104.53
20665.737,116.54
19944.460,128.04
35822.250,140.07
13832.837,60.02
16668.185,71.52
21860.099,83.52
17572.685,95.03
11877.392,107.03
27706.054,118.55
28561.358,130.54
21344.614,142.05
